"dmd_type","dmd_id","dmd_name","bnf_code"
"AMP",10394511000001108,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",20189911000001108,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",24384811000001104,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",14162911000001104,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",882111000001102,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",406911000001106,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",30830411000001104,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",19194011000001108,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",723311000001103,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",17941911000001108,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",239411000001100,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",8827211000001105,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",15111111000001104,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",585011000001109,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",650511000001105,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"AMP",21800211000001104,"Metronidazole 400mg tablets","0501110C0AAAJAJ"
"VMP",34617211000001104,"Metronidazole 500mg/100ml solution for infusion bottles","0501110C0AAAKAK"
"AMP",36077111000001104,"Metronidazole 500mg/100ml solution for infusion bottles","0501110C0AAAKAK"
"AMP",34612511000001104,"Metronidazole 500mg/100ml solution for infusion bottles","0501110C0AAAKAK"
"VMP",36035611000001104,"Metronidazole 500mg/100ml infusion 100ml bags","0501110C0AABABA"
"AMP",13408411000001108,"Metronidazole 500mg/100ml infusion 100ml Macoflex bags","0501110C0AABABA"
"AMP",3617511000001108,"Metronidazole 500mg/100ml infusion 100ml bags","0501110C0AABABA"
"AMP",3620311000001108,"Metronidazole 500mg/100ml infusion 100ml bags","0501110C0AABABA"
"VMP",324523009,"Metronidazole 500mg tablets","0501110C0AABHBH"
"AMP",780211000001109,"Metronidazole 500mg tablets","0501110C0AABHBH"
"AMP",310211000001108,"Metronidazole 500mg tablets","0501110C0AABHBH"
"AMP",329811000001105,"Metronidazole 500mg tablets","0501110C0AABHBH"
"AMP",24385011000001100,"Metronidazole 500mg tablets","0501110C0AABHBH"
"AMP",15111311000001102,"Metronidazole 500mg tablets","0501110C0AABHBH"
"AMP",36537511000001104,"Metronidazole 500mg tablets","0501110C0AABHBH"
"VMP",34607211000001108,"Metronidazole 200mg suppositories","0501110C0AABJBJ"
"AMP",34605411000001100,"Metronidazole 200mg suppositories","0501110C0AABJBJ"
"VMP",13007811000001104,"Metronidazole 100mg/5ml oral solution","0501110C0AABLBL"
"AMP",12961911000001102,"Metronidazole 100mg/5ml oral solution","0501110C0AABLBL"
"VMP",13008011000001104,"Metronidazole 200mg/5ml oral solution","0501110C0AABQBQ"
"AMP",12962211000001104,"Metronidazole 200mg/5ml oral solution","0501110C0AABQBQ"
"VMP",13008111000001106,"Metronidazole 50mg/5ml oral solution","0501110C0AABRBR"
"AMP",12962811000001104,"Metronidazole 50mg/5ml oral solution","0501110C0AABRBR"
"VMP",13007911000001108,"Metronidazole 100mg/5ml oral suspension","0501110C0AABTBT"
"AMP",12960811000001104,"Metronidazole 100mg/5ml oral suspension","0501110C0AABTBT"
"VMP",13008211000001100,"Metronidazole 50mg/5ml oral suspension","0501110C0AABUBU"
"AMP",12962511000001100,"Metronidazole 50mg/5ml oral suspension","0501110C0AABUBU"
"AMP",838811000001103,"Flagyl 200mg tablets","0501110C0BCAAAI"
"AMP",272211000001109,"Flagyl 400mg tablets","0501110C0BCABAJ"
"AMP",3911811000001100,"Flagyl 500mg suppositories","0501110C0BCADAG"
"AMP",3910511000001105,"Flagyl 1g suppositories","0501110C0BCAEAH"
"AMP",453711000001106,"Flagyl-S 200mg/5ml oral suspension","0501110C0BCAIAE"
"AMP",3924811000001105,"Flagyl Compak","0501110C0BCALA8"
"AMP",3619811000001103,"Flagyl 500mg/100ml infusion 100ml bags","0501110C0BCAMBA"
"AMP",3912311000001100,"Metrolyl 500mg suppositories","0501110C0BFADAG"
"AMP",3910711000001100,"Metrolyl 1g suppositories","0501110C0BFAEAH"
"AMP",471211000001101,"Norzol 200mg/5ml oral suspension","0501110C0BKAAAE"
"VMP",324554008,"Tinidazole 500mg tablets","0501110G0AAABAB"
"AMP",3747511000001105,"Fasigyn 500mg tablets","0501110G0BBAAAB"
